,#,FirstName,LastName,Name,State,Party,Score,Congress,CleanYear
251,253,Vicky,Hartzler,Vicky Hartzler,MO,R,-0.49365,113,2011
225,227,Virginia,Foxx,Virginia Foxx,NC,R,-0.39366,113,2005
39,40,Walter,Jones,Walter Jones,NC,R,0.738,113,1995
553,384,Warren,Davidson,Warren Davidson,OH,R,-0.93256,115,2016
441,112,Will,Hurd,Will Hurd,TX,R,0.20057,114,2015
658,339,William,Timmons,William Timmons,SC,R,-0.41125,116,2019
492,411,Xavier,Becerra,Xavier Becerra,CA,D,-1.2533,114,1993
598,110,Xochitl,Torres Small,Xochitl Torres Small,NM,D,0.60634,116,2019
365,367,Yvette,Clarke,Yvette Clarke,NY,D,-1.01361,113,2007
123,124,Zoe,Lofgren,Zoe Lofgren,CA,D,0.07095,113,1995
