,#,FirstName,LastName,Name,State,Party,Score,Congress,CleanYear
594,92,Angie,Craig,Angie Craig,MN,D,0.71094,116,2019.0
595,97,Chris,Pappas,Chris Pappas,NH,D,0.67513,116,2019.0
596,98,Susie,Lee,Susie Lee,NV,D,0.67079,116,2019.0
597,103,Chrissy,Houlahan,Chrissy Houlahan,PA,D,0.63697,116,2019.0
598,110,Xochitl,Torres Small,Xochitl Torres Small,NM,D,0.60634,116,2019.0
599,111,Gil,Cisneros,Gil Cisneros,CA,D,0.58577,116,2019.0
600,112,Colin,Allred,Colin Allred,TX,D,0.58477,116,2019.0
601,114,Peter,Defazio,Peter Defazio,OR,D,0.55195,116,
602,118,Mikie,Sherrill,Mikie Sherrill,NJ,D,0.52491,116,2019.0
603,121,Troy,Balderson,Troy Balderson,OH,R,0.50926,116,2018.0
604,122,Lizzie Pannill,Fletcher,Lizzie Pannill Fletcher,TX,D,0.50006,116,
605,123,Harley,Rouda,Harley Rouda,CA,D,0.49601,116,2019.0
606,130,Susan,Wild,Susan Wild,PA,D,0.44862,116,2018.0
607,131,Tom,Malinowski,Tom Malinowski,NJ,D,0.43254,116,2019.0
608,132,Eddie Bernice,Johnson,Eddie Bernice Johnson,TX,D,0.42547,116,
609,141,Dan,Crenshaw,Dan Crenshaw,TX,R,0.35529,116,2019.0
610,143,Suzan,Delbene,Suzan Delbene,WA,D,0.35231,116,
611,144,Dusty,Johnson,Dusty Johnson,SD,R,0.35075,116,2019.0
612,151,Jim,Baird,Jim Baird,IN,R,0.32969,116,2019.0
613,159,Greg,Stanton,Greg Stanton,AZ,D,0.28692,116,2019.0
614,160,Dan,Meuser,Dan Meuser,PA,R,0.28203,116,2019.0
615,165,Ben Ray,Luján,Ben Ray Luján,NM,D,0.26132,116,
616,168,Mario,Díaz-Balart,Mario Díaz-Balart,FL,R,0.25606,116,
617,170,Donna,Shalala,Donna Shalala,FL,D,0.24497,116,2019.0
618,172,Lucy,Mcbath,Lucy Mcbath,GA,D,0.23528,116,
619,173,T.J.,Cox,T.J. Cox,CA,D,0.23256,116,
620,178,Diana,Degette,Diana Degette,CO,D,0.21696,116,
621,179,Doug,Lamalfa,Doug Lamalfa,CA,R,0.21468,116,
622,182,Ed,Case,Ed Case,HI,D,0.20774,116,2019.0
623,186,Michael,Doyle,Michael Doyle,PA,D,0.18481,116,1995.0
624,192,Kim,Schrier,Kim Schrier,WA,D,0.16952,116,2019.0
625,211,Haley,Stevens,Haley Stevens,MI,D,0.07336,116,2019.0
626,213,Fred,Keller,Fred Keller,PA,R,0.07048,116,2019.0
627,215,Jim,Hagedorn,Jim Hagedorn,MN,R,0.06324,116,2019.0
628,216,Joseph,Morelle,Joseph Morelle,NY,D,0.06187,116,2018.0
629,220,Deb,Haaland,Deb Haaland,NM,D,0.05685,116,2019.0
630,226,Greg,Steube,Greg Steube,FL,R,0.03669,116,2019.0
631,228,Steve,Watkins,Steve Watkins,KS,R,0.02958,116,2019.0
632,231,Sean Patrick,Maloney,Sean Patrick Maloney,NY,D,0.02248,116,
633,244,Katie,Porter,Katie Porter,CA,D,-0.02984,116,2019.0
634,248,Tim,Burchett,Tim Burchett,TN,R,-0.05498,116,2019.0
635,253,Eleanor Holmes,Norton,Eleanor Holmes Norton,DC,D,-0.06546,116,
636,261,Bryan,Steil,Bryan Steil,WI,R,-0.09659,116,2019.0
637,262,Mike,Levin,Mike Levin,CA,D,-0.09674,116,2019.0
638,266,Jennifer,Wexton,Jennifer Wexton,VA,D,-0.12352,116,2019.0
639,267,Lori,Trahan,Lori Trahan,MA,D,-0.12752,116,2019.0
640,275,Greg,Pence,Greg Pence,IN,R,-0.15612,116,2019.0
641,277,Ross,Spano,Ross Spano,FL,R,-0.16375,116,2019.0
642,284,Denver,Riggleman,Denver Riggleman,VA,R,-0.21437,116,2019.0
643,288,Carol,Miller,Carol Miller,WV,R,-0.22806,116,2019.0
644,299,Donald,Mceachin,Donald Mceachin,VA,D,-0.27055,116,
645,303,Jerrold,Nadler,Jerrold Nadler,NY,D,-0.28429,116,1993.0
646,305,Sharice,Davids,Sharice Davids,KS,D,-0.28764,116,2019.0
647,310,Jose,Serrano,Jose Serrano,NY,D,-0.29324,116,
648,311,Joseph,Kennedy,Joseph Kennedy,MA,D,-0.29349,116,
649,312,Ben,Cline,Ben Cline,VA,R,-0.2985,116,2019.0
650,313,Mark,Green,Mark Green,TN,R,-0.3013,116,
651,314,Ron,Wright,Ron Wright,TX,R,-0.30965,116,2019.0
652,316,Debbie,Lesko,Debbie Lesko,AZ,R,-0.31408,116,2018.0
653,319,Mark,Desaulnier,Mark Desaulnier,CA,D,-0.3167,116,
654,321,Andy,Levin,Andy Levin,MI,D,-0.32202,116,2019.0
655,329,Michael,San Nicolas,Michael San Nicolas,GU,D,-0.35743,116,
656,333,Veronica,Escobar,Veronica Escobar,TX,D,-0.38365,116,2019.0
657,338,Madeleine,Dean,Madeleine Dean,PA,D,-0.41095,116,2019.0
658,339,William,Timmons,William Timmons,SC,R,-0.41125,116,2019.0
659,342,Rosa,Delauro,Rosa Delauro,CT,D,-0.43696,116,
660,343,Sylvia,Garcia,Sylvia Garcia,TX,D,-0.44702,116,2019.0
661,348,Lauren,Underwood,Lauren Underwood,IL,D,-0.46388,116,2019.0
662,350,Michael,Guest,Michael Guest,MS,R,-0.48168,116,2019.0
663,351,Lance,Gooden,Lance Gooden,TX,R,-0.48317,116,2019.0
664,359,Mary Gay,Scanlon,Mary Gay Scanlon,PA,D,-0.53762,116,
665,371,Kelly,Armstrong,Kelly Armstrong,ND,R,-0.59851,116,2019.0
666,381,Sean,Casten,Sean Casten,IL,D,-0.64514,116,2019.0
667,383,Katie,Hill,Katie Hill,CA,D,-0.64772,116,
668,384,Kevin,Hern,Kevin Hern,OK,R,-0.64899,116,2018.0
669,385,Jim,Clyburn,Jim Clyburn,SC,D,-0.65059,116,1993.0
670,391,Debbie,Mucarsel-Powell,Debbie Mucarsel-Powell,FL,D,-0.67368,116,2019.0
671,392,Nanette,Barragan,Nanette Barragan,CA,D,-0.68814,116,
672,396,Greg,Murphy,Greg Murphy,NC,R,-0.71649,116,2019.0
673,400,John,Joyce,John Joyce,PA,R,-0.73164,116,2019.0
674,408,Jahana,Hayes,Jahana Hayes,CT,D,-0.86652,116,2019.0
675,412,Chip,Roy,Chip Roy,TX,R,-0.94616,116,2019.0
676,414,Rashida,Tlaib,Rashida Tlaib,MI,D,-1.00756,116,2019.0
677,419,Russ,Fulcher,Russ Fulcher,ID,R,-1.08977,116,2019.0
678,420,Chuy,García,Chuy García,IL,D,-1.13248,116,
679,422,Scott,Desjarlais,Scott Desjarlais,TN,R,-1.14864,116,
680,424,Ilhan,Omar,Ilhan Omar,MN,D,-1.17031,116,2019.0
681,425,Dan,Bishop,Dan Bishop,NC,R,-1.24251,116,2019.0
682,426,Ayanna,Pressley,Ayanna Pressley,MA,D,-1.24848,116,2019.0
683,427,Alexandria,Ocasio-Cortez,Alexandria Ocasio-Cortez,NY,D,-1.2585,116,2019.0
684,429,Michael,Cloud,Michael Cloud,TX,R,-1.27429,116,2018.0
685,430,John,Rose,John Rose,TN,R,-1.28081,116,2019.0
